,actor,ciudad,nombres,representante
497,manu-hernández,no hay info,,Única Representaciones
498,manu-hernández,no hay info,,Única Representaciones
499,manu-hernández,no hay info,,Única Representaciones
500,manu-hernández,no hay info,,Única Representaciones
501,manu-hernández,no hay info,,Única Representaciones
502,manu-hernández,no hay info,,Única Representaciones
503,carlos-seguí,Murcia,Arte Dramático,Única Representaciones
504,carlos-seguí,no hay info,Macarena Pombo,Única Representaciones
505,carlos-seguí,no hay info,Interpretación Audiovisual,Única Representaciones
506,carlos-seguí,no hay info,Ramón Quesada,Única Representaciones
507,carlos-seguí,no hay info,Luis Gimeno,Única Representaciones
508,carlos-seguí,no hay info,Anne Morine,Única Representaciones
509,carlos-seguí,no hay info,Valeria Ardito,Única Representaciones
510,carlos-seguí,no hay info,,Única Representaciones
511,carlos-seguí,no hay info,,Única Representaciones
512,carlos-seguí,no hay info,Danza Jazz,Única Representaciones
513,carlos-seguí,no hay info,,Única Representaciones
514,fernando-moraleda,no hay info,Pape Pérez,Única Representaciones
515,fernando-moraleda,no hay info,Arte Dramático,Única Representaciones
516,fernando-moraleda,no hay info,Actores Gina,Única Representaciones
517,fernando-moraleda,no hay info,Paco Pino,Única Representaciones
518,fernando-moraleda,no hay info,El Actor,Única Representaciones
519,fernando-moraleda,no hay info,Pape Pérez,Única Representaciones
520,fernando-moraleda,no hay info,,Única Representaciones
521,víctor-huerta,no hay info,Montxo Armandariz,Única Representaciones
522,joaquín-gómez,no hay info,,Única Representaciones
523,joaquín-gómez,no hay info,Antonio Bolinches,Única Representaciones
524,joaquín-gómez,no hay info,Alberto Miralles,Única Representaciones
525,joaquín-gómez,no hay info,Antonio Chic,Única Representaciones
526,joaquín-gómez,no hay info,,Única Representaciones
527,paula-gallego,no hay info,,Única Representaciones
528,paula-gallego,no hay info,,Única Representaciones
529,paula-gallego,no hay info,,Única Representaciones
530,alejandra-lorenzo,no hay info,Curso El,Única Representaciones
531,alejandra-lorenzo,no hay info,Galo Figueira,Única Representaciones
532,alejandra-lorenzo,no hay info,Médula Índigo,Única Representaciones
533,alejandra-lorenzo,no hay info,,Única Representaciones
534,alejandra-lorenzo,no hay info,,Única Representaciones
535,alejandra-lorenzo,no hay info,,Única Representaciones
536,alejandra-lorenzo,no hay info,,Única Representaciones
537,alejandra-lorenzo,no hay info,,Única Representaciones
538,alejandra-lorenzo,no hay info,,Única Representaciones
539,irene-rojo,no hay info,Julián Fuentes,Única Representaciones
540,irene-rojo,no hay info,José Carlos,Única Representaciones
541,irene-rojo,no hay info,Carlota Ferrer,Única Representaciones
542,irene-rojo,no hay info,Verónica Ronda,Única Representaciones
543,irene-rojo,no hay info,Andrés Lima,Única Representaciones
544,irene-rojo,no hay info,Claudio Tolcachir,Única Representaciones
545,irene-rojo,no hay info,Juan Codina,Única Representaciones
546,irene-rojo,no hay info,Psicoterapia Gestalt,Única Representaciones
547,irene-rojo,no hay info,John Strasberg,Única Representaciones
548,irene-rojo,no hay info,Lucas Condró,Única Representaciones
549,irene-rojo,no hay info,Francesco Carrill,Única Representaciones
550,irene-rojo,no hay info,Chevy Muraday,Única Representaciones
551,irene-rojo,no hay info,Alberto Velasco,Única Representaciones
552,irene-rojo,no hay info,Javi Luna,Única Representaciones
553,irene-rojo,no hay info,Jose Manuel,Única Representaciones
554,irene-rojo,no hay info,Alfonso Albacete,Única Representaciones
555,irene-rojo,no hay info,Carmen Rico,Única Representaciones
556,irene-rojo,no hay info,Fernando Soto,Única Representaciones
557,irene-rojo,no hay info,Roberto Cerdá,Única Representaciones
558,irene-rojo,no hay info,Intensivo Suzuki,Única Representaciones
559,irene-rojo,no hay info,Gabriel Olivares,Única Representaciones
560,irene-rojo,no hay info,Juan Carlos,Única Representaciones
561,irene-rojo,no hay info,Mar Navarro,Única Representaciones
562,irene-rojo,no hay info,Andrés Hernández,Única Representaciones
563,irene-rojo,no hay info,Eduardo Casanova,Única Representaciones
564,irene-rojo,no hay info,Técnica Meisner,Única Representaciones
565,irene-rojo,no hay info,Yolanda Vega,Única Representaciones
566,irene-rojo,no hay info,Raquel Pérez,Única Representaciones
567,irene-rojo,no hay info,Rosa Manteiga,Única Representaciones
568,irene-rojo,no hay info,Escuela Internacional,Única Representaciones
569,irene-rojo,no hay info,Chemi López,Única Representaciones
570,irene-rojo,no hay info,Escuela Internacional,Única Representaciones
571,irene-rojo,no hay info,,Única Representaciones
572,irene-rojo,no hay info,Intensivo Interpretación,Única Representaciones
573,irene-rojo,no hay info,Nacho Guerreros,Única Representaciones
574,irene-rojo,no hay info,Curso Intensivo,Única Representaciones
575,irene-rojo,no hay info,Verónica Forqué,Única Representaciones
576,irene-rojo,no hay info,Escuela Expresando,Única Representaciones
577,irene-rojo,no hay info,Workshop Teatro,Única Representaciones
578,irene-rojo,no hay info,Victor Ullate,Única Representaciones
579,irene-rojo,no hay info,Niko Ibañez,Única Representaciones
580,irene-rojo,no hay info,Laura Rodriguez,Única Representaciones
581,irene-rojo,no hay info,Javier Olivares,Única Representaciones
582,irene-rojo,no hay info,Esteban Roel,Única Representaciones
583,irene-rojo,no hay info,Andrés Cuenca,Única Representaciones
584,irene-rojo,no hay info,Actores Unir,Única Representaciones
585,irene-rojo,no hay info,Casting Carlos,Única Representaciones
586,irene-rojo,no hay info,William Layton,Única Representaciones
587,irene-rojo,no hay info,Andrea Jaurrieta,Única Representaciones
588,irene-rojo,no hay info,,Única Representaciones
589,irene-rojo,no hay info,,Única Representaciones
590,irene-rojo,no hay info,Educación Social,Única Representaciones
591,irene-rojo,no hay info,,Única Representaciones
592,irene-rojo,no hay info,,Única Representaciones
593,irene-rojo,no hay info,,Única Representaciones
594,irene-rojo,no hay info,,Única Representaciones
595,raquel-nogueira,no hay info,Real Escuela,Única Representaciones
596,raquel-nogueira,no hay info,Arte Dramático,Única Representaciones
597,raquel-nogueira,no hay info,Escuela Municipal,Única Representaciones
598,raquel-nogueira,Santiago de Compostela,Vicente Fuentes,Única Representaciones
599,raquel-nogueira,no hay info,María Velasco,Única Representaciones
600,raquel-nogueira,no hay info,Centro Dramático,Única Representaciones
601,raquel-nogueira,no hay info,Cámara Avanzado,Única Representaciones
602,raquel-nogueira,no hay info,Actores Madrid,Única Representaciones
603,raquel-nogueira,no hay info,Juana Martinez,Única Representaciones
604,raquel-nogueira,no hay info,Escuela Actores,Única Representaciones
605,raquel-nogueira,no hay info,José Padilla,Única Representaciones
606,raquel-nogueira,no hay info,Will Keen,Única Representaciones
607,raquel-nogueira,no hay info,Ernesto Arias,Única Representaciones
608,raquel-nogueira,no hay info,Rodrigo Arribas,Única Representaciones
609,raquel-nogueira,no hay info,Charo Amador,Única Representaciones
610,raquel-nogueira,no hay info,,Única Representaciones
611,raquel-nogueira,no hay info,,Única Representaciones
612,raquel-nogueira,no hay info,,Única Representaciones
613,ana-verónica-schultz,no hay info,Técnico Superior,Única Representaciones
614,ana-verónica-schultz,no hay info,Artes Escénicas,Única Representaciones
615,ana-verónica-schultz,no hay info,Escuela Nacional,Única Representaciones
616,ana-verónica-schultz,no hay info,Artes Escénicas,Única Representaciones
617,ana-verónica-schultz,no hay info,César Rengifo,Única Representaciones
618,ana-verónica-schultz,no hay info,Frankenstein Studio,Única Representaciones
619,ana-verónica-schultz,no hay info,Casting Nathalie,Única Representaciones
620,ana-verónica-schultz,no hay info,,Única Representaciones
621,ana-verónica-schultz,no hay info,Blubalum Film,Única Representaciones
622,ana-verónica-schultz,no hay info,Álvaro Morte,Única Representaciones
623,ana-verónica-schultz,Barcelona,,Única Representaciones
624,ana-verónica-schultz,no hay info,Francisco Díaz,Única Representaciones
625,ana-verónica-schultz,no hay info,Coliseo Toledano,Única Representaciones
626,ana-verónica-schultz,no hay info,Pedro Ballesteros,Única Representaciones
627,ana-verónica-schultz,no hay info,Genis Pérez,Única Representaciones
628,ana-verónica-schultz,no hay info,Aníbal Grun,Única Representaciones
629,ana-verónica-schultz,Caracas,Belinda Villanueva,Única Representaciones
630,ana-verónica-schultz,Caracas,Radio Televisión,Única Representaciones
631,ana-verónica-schultz,no hay info,Gerónimo Reyes,Única Representaciones
632,ana-verónica-schultz,no hay info,Compañía Nacional,Única Representaciones
633,ana-verónica-schultz,Caracas,Formación Escénica,Única Representaciones
634,ana-verónica-schultz,no hay info,Escuela Superior,Única Representaciones
635,ana-verónica-schultz,no hay info,Arte Escénico,Única Representaciones
636,ana-verónica-schultz,no hay info,Juana Sujo,Única Representaciones
637,ana-verónica-schultz,no hay info,Formación Escénica,Única Representaciones
638,ana-verónica-schultz,no hay info,,Única Representaciones
639,ana-verónica-schultz,no hay info,,Única Representaciones
640,ana-verónica-schultz,no hay info,,Única Representaciones
641,ana-verónica-schultz,no hay info,,Única Representaciones
642,gemma-marín,no hay info,Juan Codina,Única Representaciones
643,gemma-marín,no hay info,Juan Codina,Única Representaciones
644,gemma-marín,no hay info,Drama Acting,Única Representaciones
645,gemma-marín,no hay info,Raquel Pérez,Única Representaciones
646,gemma-marín,no hay info,Cold Reading,Única Representaciones
647,gemma-marín,no hay info,Anthony Meindl,Única Representaciones
648,gemma-marín,no hay info,Accent Coach,Única Representaciones
649,gemma-marín,no hay info,Esther Caporale,Única Representaciones
650,gemma-marín,no hay info,,Única Representaciones
651,gemma-marín,no hay info,,Única Representaciones
652,gemma-marín,no hay info,,Única Representaciones
653,gemma-marín,no hay info,Inglés Biling,Única Representaciones
654,silvia-acosta,Sevilla,Arte Dramático,Única Representaciones
655,silvia-acosta,Sevilla,Escuela Superior,Única Representaciones
656,silvia-acosta,Sevilla,Arte Dramático,Única Representaciones
657,silvia-acosta,no hay info,Alex Rigola,Única Representaciones
658,silvia-acosta,no hay info,Carmen Rico,Única Representaciones
659,silvia-acosta,no hay info,Jose Carlos,Única Representaciones
660,silvia-acosta,no hay info,Gabriel Olivares,Única Representaciones
661,silvia-acosta,no hay info,Alfredo Sanzol,Única Representaciones
662,silvia-acosta,no hay info,Danza Contemporánea,Única Representaciones
663,silvia-acosta,no hay info,Chevy Muraday,Única Representaciones
664,silvia-acosta,no hay info,Jose Carlos,Única Representaciones
665,silvia-acosta,no hay info,Jose Luis,Única Representaciones
666,silvia-acosta,no hay info,Ernesto Arias,Única Representaciones
667,silvia-acosta,no hay info,Vicente Fuentes,Única Representaciones
668,silvia-acosta,no hay info,La Vida,Única Representaciones
669,silvia-acosta,no hay info,Carles Alfaro,Única Representaciones
670,silvia-acosta,Saratoga Springs,Company Summer,Única Representaciones
671,silvia-acosta,Saratoga Springs,Anne Bogart,Única Representaciones
672,silvia-acosta,Saratoga Springs,Saratoga Springs,Única Representaciones
673,silvia-acosta,Saratoga Springs,Nueva York,Única Representaciones
674,silvia-acosta,no hay info,Programa Educacional,Única Representaciones
675,silvia-acosta,no hay info,Instituto Grotowsky,Única Representaciones
676,silvia-acosta,no hay info,Raúl Iaiza,Única Representaciones
677,silvia-acosta,Sevilla,Investigación Teatral,Única Representaciones
678,silvia-acosta,Madrid,,Única Representaciones
679,silvia-acosta,no hay info,,Única Representaciones
680,silvia-acosta,no hay info,,Única Representaciones
681,silvia-acosta,no hay info,,Única Representaciones
682,bárbara-oteiza,no hay info,,Única Representaciones
683,bárbara-oteiza,no hay info,Paz Go,Única Representaciones
684,bárbara-oteiza,no hay info,Working Progress,Única Representaciones
685,bárbara-oteiza,no hay info,Masterclass Bernard,Única Representaciones
686,bárbara-oteiza,no hay info,Susan Batson,Única Representaciones
687,bárbara-oteiza,Layton,Laboratorio William,Única Representaciones
688,bárbara-oteiza,no hay info,Gimnasia Rítmica,Única Representaciones
689,bárbara-oteiza,no hay info,,Única Representaciones
690,ana-roche,no hay info,Arte Dramático,Única Representaciones
691,ana-roche,Versailles,Académie Internationale,Única Representaciones
692,ana-roche,no hay info,Grado Medio,Única Representaciones
693,ana-roche,no hay info,Danza Contemporánea,Única Representaciones
694,ana-roche,no hay info,Area Bcn,Única Representaciones
695,ana-roche,no hay info,Centre Superior,Única Representaciones
696,ana-roche,no hay info,Grado Elemental,Única Representaciones
697,ana-roche,no hay info,,Única Representaciones
698,ana-roche,no hay info,,Única Representaciones
699,ana-roche,no hay info,,Única Representaciones
700,ana-roche,no hay info,,Única Representaciones
701,ana-roche,no hay info,,Única Representaciones
702,ana-roche,no hay info,Escuela Municipal,Única Representaciones
703,ana-roche,Almansa,Lorena La,Única Representaciones
704,ana-roche,Almansa,Universidad Popular,Única Representaciones
705,ana-roche,no hay info,,Única Representaciones
706,ana-roche,no hay info,,Única Representaciones
707,ana-del-arco,no hay info,Real Escuela,Única Representaciones
708,ana-del-arco,no hay info,Arte Drama,Única Representaciones
709,ana-del-arco,no hay info,Danza Cla,Única Representaciones
710,ana-del-arco,no hay info,Conservatorio Profesional,Única Representaciones
711,ana-del-arco,no hay info,Fernando Piernas,Única Representaciones
712,ana-del-arco,no hay info,Mariano Barroso,Única Representaciones
713,ana-del-arco,no hay info,Lucha Esce,Única Representaciones
714,ana-del-arco,no hay info,,Única Representaciones
715,ana-del-arco,no hay info,,Única Representaciones
716,ana-del-arco,no hay info,,Única Representaciones
717,ana-del-arco,no hay info,,Única Representaciones
718,ana-del-arco,no hay info,,Única Representaciones
719,ana-del-arco,no hay info,,Única Representaciones
720,solange-bruzual,Madrid,,Única Representaciones
721,solange-bruzual,no hay info,Cristina Alcazar,Única Representaciones
722,solange-bruzual,no hay info,Pole Dance,Única Representaciones
723,solange-bruzual,no hay info,,Única Representaciones
724,solange-bruzual,no hay info,,Única Representaciones
725,solange-bruzual,no hay info,Curso Coaching,Única Representaciones
726,solange-bruzual,no hay info,,Única Representaciones
727,solange-bruzual,no hay info,Ballet Clásico,Única Representaciones
728,solange-bruzual,no hay info,,Única Representaciones
729,solange-bruzual,no hay info,Pole Dance,Única Representaciones
730,camille-glemet,New York,Tisch School,Única Representaciones
731,camille-glemet,New York,New York,Única Representaciones
732,camille-glemet,New York,Nueva York,Única Representaciones
733,camille-glemet,no hay info,,Única Representaciones
734,camille-glemet,Paris,Cours Florent,Única Representaciones
735,camille-glemet,Paris,European Acting,Única Representaciones
736,camille-glemet,Paris,Po Paris,Única Representaciones
737,camille-glemet,no hay info,,Única Representaciones
738,camille-glemet,no hay info,,Única Representaciones
739,camille-glemet,no hay info,Workshop Tennessee,Única Representaciones
740,camille-glemet,no hay info,Jordan Beswick,Única Representaciones
741,camille-glemet,no hay info,Dan Hubbard,Única Representaciones
742,camille-glemet,no hay info,Álvaro Fernandez,Única Representaciones
743,camille-glemet,no hay info,Actores Madrid,Única Representaciones
744,camille-glemet,Paris,Studio Pygmalion,Única Representaciones
745,camille-glemet,Paris,Pascal Luneau,Única Representaciones
746,camille-glemet,Paris,Caitlin Adams,Única Representaciones
747,camille-glemet,Paris,Acting Workshop,Única Representaciones
748,camille-glemet,Paris,Damien Acoca,Única Representaciones
749,camille-glemet,Paris,Nora Habib,Única Representaciones
750,camille-glemet,no hay info,,Única Representaciones
751,camille-glemet,no hay info,,Única Representaciones
752,camille-glemet,no hay info,,Única Representaciones
753,camille-glemet,no hay info,,Única Representaciones
754,camille-glemet,Madrid,Music Hall,Única Representaciones
755,camille-glemet,Madrid,Luis Santamaria,Única Representaciones
756,camille-glemet,Madrid,Arts Chorégraphiques,Única Representaciones
757,camille-glemet,Madrid,Faure Paris,Única Representaciones
758,camille-glemet,Madrid,Tisch School,Única Representaciones
759,camille-glemet,Madrid,Arts New,Única Representaciones
760,camille-glemet,Madrid,York University,Única Representaciones
761,camille-glemet,no hay info,,Única Representaciones
762,camille-glemet,no hay info,,Única Representaciones
763,maría-herrador,Córdoba,,Única Representaciones
764,maría-herrador,Madrid,,Única Representaciones
765,maría-herrador,Madrid,Jaime Chávarri,Única Representaciones
766,maría-herrador,no hay info,Performance Art,Única Representaciones
767,maría-herrador,Madrid,Miguel Punzano,Única Representaciones
768,maría-herrador,Madrid,Lorena García,Única Representaciones
769,maría-herrador,Madrid,,Única Representaciones
770,maría-herrador,no hay info,Laboratorio Rivas,Única Representaciones
771,maría-herrador,no hay info,Centro Dramático,Única Representaciones
772,maría-herrador,Granada,Alberto Cortés,Única Representaciones
773,maría-herrador,Madrid,,Única Representaciones
774,maría-herrador,no hay info,,Única Representaciones
775,maría-herrador,no hay info,,Única Representaciones
776,maría-herrador,no hay info,,Única Representaciones
777,maría-herrador,no hay info,,Única Representaciones
778,maría-herrador,no hay info,,Única Representaciones
779,maría-herrador,no hay info,,Única Representaciones
780,maría-herrador,no hay info,,Única Representaciones
781,camino-fernández,Layton,Laboratorio William,Única Representaciones
782,camino-fernández,Layton,John Strasberg,Única Representaciones
783,camino-fernández,no hay info,,Única Representaciones
784,camino-fernández,no hay info,Cristina García,Única Representaciones
785,camino-fernández,no hay info,Studi Danza,Única Representaciones
786,camino-fernández,no hay info,Gianni Zaril,Única Representaciones
787,camino-fernández,no hay info,,Única Representaciones
788,camino-fernández,no hay info,Victor Ullate,Única Representaciones
789,camino-fernández,no hay info,Teatro Auditorio,Única Representaciones
790,camino-fernández,no hay info,Víctor Ullate,Única Representaciones
791,camino-fernández,no hay info,Teatro Albeniz,Única Representaciones
792,camino-fernández,no hay info,,Única Representaciones
793,camino-fernández,no hay info,,Única Representaciones
794,elena-rayos,no hay info,Arte Dramático,Única Representaciones
795,elena-rayos,no hay info,Real Escuela,Única Representaciones
796,elena-rayos,no hay info,Arte Dramático,Única Representaciones
797,elena-rayos,no hay info,,Única Representaciones
798,elena-rayos,no hay info,,Única Representaciones
799,elena-rayos,no hay info,,Única Representaciones
800,elena-rayos,no hay info,,Única Representaciones
801,inge-martín,no hay info,Antropología Social,Única Representaciones
802,inge-martín,Madrid,Interpretación Textual,Única Representaciones
803,inge-martín,no hay info,Performing Arts,Única Representaciones
804,inge-martín,no hay info,Middlesex University,Única Representaciones
805,inge-martín,Buenos Aires,Curso Regular,Única Representaciones
806,inge-martín,Buenos Aires,Alejandro Catalán,Única Representaciones
807,inge-martín,Buenos Aires,Buenos Aires,Única Representaciones
808,inge-martín,Madrid,Declan Donellan,Única Representaciones
809,inge-martín,Madrid,Centro Dramático,Única Representaciones
810,inge-martín,Buenos Aires,Javier Daulte,Única Representaciones
811,inge-martín,Buenos Aires,El Callejón,Única Representaciones
812,inge-martín,Buenos Aires,Buenos Aires,Única Representaciones
813,inge-martín,Mariano,,Única Representaciones
814,inge-martín,no hay info,Susan Batson,Única Representaciones
815,inge-martín,no hay info,,Única Representaciones
816,inge-martín,no hay info,,Única Representaciones
817,inge-martín,no hay info,,Única Representaciones
818,inge-martín,no hay info,,Única Representaciones
819,inge-martín,no hay info,,Única Representaciones
820,inge-martín,no hay info,,Única Representaciones
821,inge-martín,no hay info,,Única Representaciones
822,inge-martín,Madrid,Danza Clásica,Única Representaciones
823,inge-martín,Madrid,Estudio Carmen,Única Representaciones
824,inge-martín,no hay info,,Única Representaciones
825,inge-martín,Un,Premio Mi,Única Representaciones
826,inge-martín,Un,El Mundo,Única Representaciones
827,inge-martín,no hay info,,Única Representaciones
828,natalia-hernández,no hay info,Projet Thierry,Única Representaciones
829,natalia-hernández,no hay info,Antonio Latella,Única Representaciones
830,natalia-hernández,no hay info,Teatro Clásico,Única Representaciones
831,natalia-hernández,no hay info,Denis Rafter,Única Representaciones
832,natalia-hernández,no hay info,Compañía Nacional,Única Representaciones
833,natalia-hernández,no hay info,Teatro Clásico,Única Representaciones
834,natalia-hernández,no hay info,Cesar Oliva,Única Representaciones
835,natalia-hernández,no hay info,Teatro Clásico,Única Representaciones
836,natalia-hernández,no hay info,Teatro Clásico,Única Representaciones
837,natalia-hernández,no hay info,Arte Dramático,Única Representaciones
838,natalia-hernández,no hay info,Real Escuela,Única Representaciones
839,natalia-hernández,no hay info,Arte Dramatico,Única Representaciones
840,natalia-hernández,no hay info,Dña Micheline,Única Representaciones
841,natalia-hernández,Un,Angel Gutiérrez,Única Representaciones
842,natalia-hernández,no hay info,Dña Yolanda,Única Representaciones
843,natalia-hernández,Madrid,Real Conservatorio,Única Representaciones
844,natalia-hernández,no hay info,,Única Representaciones
845,natalia-hernández,no hay info,,Única Representaciones
846,natalia-hernández,no hay info,Sigfredo Diaz,Única Representaciones
847,natalia-hernández,no hay info,Julio Pardo,Única Representaciones
848,natalia-hernández,London,Royal Academy,Única Representaciones
849,natalia-hernández,no hay info,Experiencia Musical,Única Representaciones
850,natalia-hernández,no hay info,Zorba El,Única Representaciones
851,natalia-hernández,no hay info,Gustavo Tambascio,Única Representaciones
852,natalia-hernández,no hay info,Bellas Artes,Única Representaciones
853,natalia-hernández,no hay info,,Única Representaciones
854,natalia-hernández,no hay info,,Única Representaciones
855,natalia-hernández,Como,,Única Representaciones
856,natalia-hernández,Como,,Única Representaciones
857,natalia-hernández,no hay info,Teresa Berganza,Única Representaciones
858,natalia-hernández,no hay info,,Única Representaciones
859,anabel-maurín,Córdoba,Arte Dramático,Única Representaciones
860,anabel-maurín,Madrid,Teatro Clásico,Única Representaciones
861,anabel-maurín,no hay info,,Única Representaciones
862,anabel-maurín,no hay info,José Carlos,Única Representaciones
863,anabel-maurín,no hay info,Pablo Messiez,Única Representaciones
864,anabel-maurín,no hay info,Will Keen,Única Representaciones
865,anabel-maurín,no hay info,Juan Cavestany,Única Representaciones
866,anabel-maurín,no hay info,Martín Cuenca,Única Representaciones
867,anabel-maurín,no hay info,Augusto Fernándes,Única Representaciones
868,anabel-maurín,no hay info,Mar Navarro,Única Representaciones
869,anabel-maurín,no hay info,,Única Representaciones
870,anabel-maurín,no hay info,Conservatorio Superior,Única Representaciones
871,anabel-maurín,no hay info,,Única Representaciones
872,anabel-maurín,no hay info,Asesora Voz,Única Representaciones
873,anabel-maurín,no hay info,Borja Rodríguez,Única Representaciones
874,anabel-maurín,no hay info,Ballet Rafael,Única Representaciones
875,anabel-maurín,no hay info,La Hermosa,Única Representaciones
876,anabel-maurín,no hay info,Borja Rodríguez,Única Representaciones
877,anabel-maurín,no hay info,Esgrima Escénica,Única Representaciones
878,anabel-maurín,no hay info,Federico Wergne,Única Representaciones
879,anabel-maurín,Monzón,,Única Representaciones
880,anabel-maurín,no hay info,Colaboradora Cadena,Única Representaciones
881,anabel-maurín,no hay info,Ser Puertollano,Única Representaciones
882,anabel-maurín,no hay info,,Única Representaciones
883,anabel-maurín,no hay info,Nivel Medio,Única Representaciones
884,anabel-maurín,no hay info,,Única Representaciones
885,tatiana-astengo,Una,Gilbert Rouvi,Única Representaciones
886,tatiana-astengo,Una,Bruno Pereyra,Única Representaciones
887,tatiana-astengo,Una,Taller Timbre,Única Representaciones
888,tatiana-astengo,Una,Módulos Dirección,Única Representaciones
889,tatiana-astengo,Una,Claudio Tocachir,Única Representaciones
890,tatiana-astengo,Una,Fernando Piernas,Única Representaciones
891,tatiana-astengo,Una,Fernando Piernas,Única Representaciones
892,tatiana-astengo,Una,Estudio Internacional,Única Representaciones
893,tatiana-astengo,Una,Juan Carlos,Única Representaciones
894,tatiana-astengo,Una,Madrid En,Única Representaciones
895,tatiana-astengo,Una,Elvira Vicario,Única Representaciones
896,tatiana-astengo,Una,Improvisación Dirección,Única Representaciones
897,tatiana-astengo,Una,Consuelo Trujillo,Única Representaciones
898,tatiana-astengo,Una,Técnica Dirección,Única Representaciones
899,tatiana-astengo,Una,Manuel Morán,Única Representaciones
900,tatiana-astengo,Una,Universidad Católica,Única Representaciones
901,tatiana-astengo,Una,Dirección Cinematográfica,Única Representaciones
902,tatiana-astengo,Una,Peter Foster,Única Representaciones
903,tatiana-astengo,Una,Personaje Dirección,Única Representaciones
904,tatiana-astengo,Una,Peter Foster,Única Representaciones
905,tatiana-astengo,Una,Clown Dirección,Única Representaciones
906,tatiana-astengo,Una,July Natters,Única Representaciones
907,tatiana-astengo,Una,Dirección Escénica,Única Representaciones
908,tatiana-astengo,Una,De Material,Única Representaciones
909,tatiana-astengo,Una,Dramático Dirección,Única Representaciones
910,tatiana-astengo,Una,Jorge Guerra,Única Representaciones
911,tatiana-astengo,Una,New World,Única Representaciones
912,tatiana-astengo,Una,Teoría Teatral,Única Representaciones
913,tatiana-astengo,Una,Alberto Isola,Única Representaciones
914,tatiana-astengo,Una,Expresión Corporal,Única Representaciones
915,tatiana-astengo,Una,Danza Dirección,Única Representaciones
916,tatiana-astengo,Una,Mirella Carbone,Única Representaciones
917,tatiana-astengo,Una,Impostación Vocal,Única Representaciones
918,tatiana-astengo,Una,Teresa Rally,Única Representaciones
919,tatiana-astengo,Una,José Bárcenas,Única Representaciones
920,tatiana-astengo,Una,Escuela Cantorium,Única Representaciones
921,tatiana-astengo,Una,Mariella Monzón,Única Representaciones
922,tatiana-astengo,Una,Manuel Cuadros,Única Representaciones
923,tatiana-astengo,Una,Bar Impostación,Única Representaciones
924,tatiana-astengo,Una,Canto Dirección,Única Representaciones
925,tatiana-astengo,Una,Manuel Cuadros,Única Representaciones
926,tatiana-astengo,Una,Club Teatro,Única Representaciones
927,tatiana-astengo,Una,Lima Arte,Única Representaciones
928,tatiana-astengo,Una,Dramático Dirección,Única Representaciones
929,tatiana-astengo,Una,Reynaldo Damore,Única Representaciones
930,tatiana-astengo,Una,Universidad San,Única Representaciones
931,tatiana-astengo,Una,Porres Ciencias,Única Representaciones
932,tatiana-astengo,Una,Dancing Art,Única Representaciones
933,tatiana-astengo,Una,Danza Moderna,Única Representaciones
934,tatiana-astengo,Una,Expresión Corporal,Única Representaciones
935,tatiana-astengo,no hay info,,Única Representaciones
936,eva-trancón,Madrid,Arte Dramático,Única Representaciones
937,eva-trancón,Madrid,Real Escuela,Única Representaciones
938,eva-trancón,Madrid,Arte Dramático,Única Representaciones
939,eva-trancón,Salamanca,Relaciones Laborales,Única Representaciones
940,eva-trancón,no hay info,Luciano García,Única Representaciones
941,eva-trancón,no hay info,Francisco Portes,Única Representaciones
942,eva-trancón,no hay info,Antonio Fava,Única Representaciones
943,eva-trancón,no hay info,Scuela Internazionale,Única Representaciones
944,eva-trancón,no hay info,Attore Comico,Única Representaciones
945,eva-trancón,no hay info,Regio Emilia,Única Representaciones
946,eva-trancón,Cervia,Un Palcoscenico,Única Representaciones
947,eva-trancón,Cervia,Franca Rame,Única Representaciones
948,eva-trancón,Cervia,Dario Fo,Única Representaciones
949,eva-trancón,no hay info,Tango Argentino,Única Representaciones
950,eva-trancón,no hay info,Nivel Alto,Única Representaciones
951,eva-trancón,no hay info,Titulación Open,Única Representaciones
952,eva-trancón,Madrid,Theatre Complicité,Única Representaciones
953,eva-trancón,Madrid,Marcelo Magni,Única Representaciones
954,eva-trancón,Madrid,Fundación Teatro,Única Representaciones
955,eva-trancón,Madrid,Augusto Fernández,Única Representaciones
956,eva-trancón,Madrid,Seminario Práctico,Única Representaciones
957,eva-trancón,Madrid,Guillermo Heras,Única Representaciones
958,eva-trancón,no hay info,Will Kane,Única Representaciones
959,eva-trancón,no hay info,,Única Representaciones
960,rosalía-omil,Madrid,Iñaki Aierra,Única Representaciones
961,rosalía-omil,Madrid,Agustín Bellusci,Única Representaciones
962,rosalía-omil,Madrid,Fernando Becerra,Única Representaciones
963,rosalía-omil,Madrid,Jorge Eines,Única Representaciones
964,rosalía-omil,Madrid,Elfo Teatro,Única Representaciones
965,rosalía-omil,Madrid,Alfonso Romera,Única Representaciones
966,rosalía-omil,Madrid,,Única Representaciones
967,rosalía-omil,no hay info,Teatro Joven,Única Representaciones
968,rosalía-omil,no hay info,Tonucha Vidal,Única Representaciones
969,rosalía-omil,no hay info,Maximiliano Priorello,Única Representaciones
970,rosalía-omil,no hay info,Jacopo Mandeli,Única Representaciones
971,rosalía-omil,no hay info,Taller La,Única Representaciones
972,rosalía-omil,no hay info,Manuel Becerra,Única Representaciones
973,rosalía-omil,no hay info,Laura Manzini,Única Representaciones
974,rosalía-omil,no hay info,,Única Representaciones
